Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
360,Cameron McGriff\mcgrica01,SF,24,POR,3,0,15.3,1.7,4.7,.357,0.7,2.0,.333,1.0,2.7,.375,.429,0.7,0.7,1.000,2.0,3.0,5.0,1.0,0.0,0.3,0.0,2.3,4.7
361,Rodney McGruder\mcgruro01,SG,30,DET,31,1,13.7,1.7,3.8,.449,0.9,2.3,.408,0.8,1.5,.511,.572,0.3,0.5,.714,0.5,1.4,1.9,0.8,0.4,0.1,0.4,1.0,4.7
362,Alfonzo McKinnie\mckinal01,SF,29,CHI,17,3,12.1,1.4,3.6,.393,0.5,1.6,.333,0.9,2.0,.441,.467,0.1,0.5,.250,0.8,1.2,1.9,0.3,0.1,0.2,0.4,1.5,3.5
363,JaQuori McLaughlin\mclauja01,PG,24,DAL,4,0,2.8,0.0,0.5,.000,0.0,0.3,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3,0.0
364,Jordan McLaughlin\mclaujo01,PG,25,MIN,39,3,12.4,1.1,2.9,.389,0.2,1.1,.214,0.9,1.8,.493,.429,0.5,0.7,.741,0.2,1.1,1.3,2.8,0.7,0.1,0.5,0.5,3.0
365,Ben McLemore\mclembe01,SG,28,POR,40,6,18.6,3.1,7.7,.396,2.3,6.2,.377,0.7,1.5,.475,.547,0.7,0.9,.794,0.3,1.3,1.6,0.8,0.4,0.1,0.7,1.4,9.1
366,De'Anthony Melton\meltode01,SG,23,MEM,49,13,22.8,3.6,9.3,.384,1.6,4.8,.342,2.0,4.6,.429,.472,1.1,1.5,.707,1.0,3.5,4.6,2.7,1.6,0.6,1.4,1.7,9.9
367,Sam Merrill\merrisa01,SG,25,MEM,6,0,9.7,1.3,4.0,.333,1.2,3.8,.304,0.2,0.2,1.000,.479,0.3,0.7,.500,0.2,1.0,1.2,0.7,0.0,0.0,0.3,0.5,4.2
368,Chimezie Metu\metuch01,C,24,SAC,40,20,22.4,3.5,7.9,.438,1.0,3.4,.281,2.5,4.6,.555,.498,1.1,1.5,.741,0.6,5.4,6.0,1.2,0.9,0.6,1.0,1.5,9.0
369,Khris Middleton\middlkh01,SF,30,MIL,45,45,31.9,6.7,15.0,.445,2.3,6.3,.372,4.3,8.7,.497,.523,3.8,4.4,.883,0.6,4.8,5.5,5.2,1.2,0.3,3.0,2.5,19.5
370,C.J. Miles\milescj01,SG,34,BOS,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
371,Patty Mills\millspa02,PG,33,BRK,55,38,31.0,4.7,11.0,.430,3.2,7.7,.420,1.5,3.4,.452,.576,0.7,0.8,.884,0.2,2.0,2.2,2.6,0.7,0.3,0.9,1.5,13.4
372,Paul Millsap\millspa01,PF,36,BRK,24,0,11.3,1.3,3.5,.376,0.3,1.1,.222,1.1,2.4,.448,.412,0.5,0.7,.706,1.2,2.5,3.7,1.0,0.2,0.5,0.5,2.0,3.4
373,Shake Milton\miltosh01,PG,25,PHI,29,6,24.6,3.9,9.2,.422,0.9,2.8,.309,3.0,6.4,.471,.468,1.5,1.7,.860,0.5,2.6,3.0,2.8,0.7,0.4,1.2,2.1,10.1
374,Davion Mitchell\mitchda01,PG,23,SAC,52,8,26.0,4.3,10.4,.407,1.4,4.3,.321,2.9,6.1,.467,.473,0.5,0.8,.558,0.6,1.8,2.4,3.5,0.7,0.3,1.2,1.9,10.3
375,Donovan Mitchell\mitchdo01,SG,25,UTA,44,44,33.3,9.2,20.3,.451,3.3,9.5,.344,5.9,10.9,.545,.531,3.8,4.3,.874,0.9,3.3,4.2,5.2,1.6,0.3,3.0,2.5,25.4
376,Evan Mobley\mobleev01,PF,20,CLE,49,49,34.0,6.0,11.9,.502,0.4,1.3,.273,5.6,10.6,.531,.517,2.4,3.6,.672,1.8,6.2,8.0,2.5,0.8,1.7,2.0,2.0,14.7
377,Malik Monk\monkma01,SG,23,LAL,51,18,27.0,4.8,10.1,.472,2.3,5.6,.401,2.5,4.5,.561,.583,1.2,1.5,.779,0.4,2.8,3.3,2.5,0.7,0.4,1.4,1.6,13.0
378,Greg Monroe\monrogr01,C,31,TOT,9,0,15.4,2.6,4.7,.548,0.0,0.0,,2.6,4.7,.548,.548,0.7,1.3,.500,2.3,3.1,5.4,1.6,0.7,0.7,0.9,1.7,5.8
378,Greg Monroe\monrogr01,C,31,MIN,3,0,21.0,3.0,4.7,.643,0.0,0.0,,3.0,4.7,.643,.643,0.7,1.7,.400,1.7,5.3,7.0,3.7,0.7,1.3,1.3,2.3,6.7
378,Greg Monroe\monrogr01,C,31,WAS,2,0,9.0,2.0,4.0,.500,0.0,0.0,,2.0,4.0,.500,.500,0.0,0.0,,3.5,1.5,5.0,0.5,0.5,0.5,1.0,1.0,4.0
378,Greg Monroe\monrogr01,C,31,MIL,4,0,14.5,2.5,5.0,.500,0.0,0.0,,2.5,5.0,.500,.500,1.0,1.8,.571,2.3,2.3,4.5,0.5,0.8,0.3,0.5,1.5,6.0
379,Moses Moody\moodymo01,SG,19,GSW,33,4,9.4,1.1,2.9,.381,0.5,1.8,.305,0.6,1.2,.500,.474,0.4,0.5,.824,0.2,1.2,1.4,0.3,0.1,0.2,0.2,0.7,3.2
380,Xavier Moon\moonxa01,SG,27,LAC,6,0,13.8,2.3,5.7,.412,0.5,1.7,.300,1.8,4.0,.458,.456,0.3,0.5,.667,0.2,1.3,1.5,1.7,0.8,0.2,0.5,0.7,5.5
381,Matt Mooney\moonema01,SG,24,NYK,1,0,2.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
382,Ja Morant\moranja01,PG,22,MEM,45,45,33.1,10.0,20.2,.493,1.5,4.5,.335,8.5,15.7,.539,.531,5.0,6.6,.748,1.4,4.5,5.9,6.8,1.2,0.4,3.4,1.4,26.4
383,Juwan Morgan\morgaju01,PF,24,TOR,1,0,27.0,2.0,3.0,.667,1.0,2.0,.500,1.0,1.0,1.000,.833,0.0,0.0,,2.0,2.0,4.0,1.0,0.0,0.0,0.0,3.0,5.0
384,Jaylen Morris\morrija01,SG,26,SAS,3,0,5.3,0.0,2.0,.000,0.0,0.7,.000,0.0,1.3,.000,.000,0.7,1.3,.500,0.0,0.7,0.7,0.7,0.0,0.0,0.3,0.7,0.7
385,Marcus Morris\morrima03,PF,32,LAC,33,33,30.2,5.8,13.3,.432,2.1,5.4,.384,3.7,8.0,.464,.509,2.2,2.7,.831,0.6,4.3,4.9,2.2,0.5,0.3,1.3,2.4,15.8
386,Markieff Morris\morrima02,PF,32,MIA,10,0,18.7,3.2,7.0,.457,0.8,2.2,.364,2.4,4.8,.500,.514,0.5,0.5,1.000,1.3,1.5,2.8,1.4,0.3,0.1,1.2,2.2,7.7
387,Monte Morris\morrimo01,PG,26,DEN,51,50,30.0,5.1,10.8,.474,1.6,4.3,.373,3.5,6.5,.541,.548,0.8,1.0,.843,0.4,2.6,2.9,4.3,0.7,0.2,1.0,1.2,12.6
388,Emmanuel Mudiay\mudiaem01,PG,25,SAC,2,0,5.5,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,1.5,2.0,.750,0.0,0.0,0.0,2.0,0.5,0.0,0.5,0.5,1.5
389,Mychal Mulder\muldemy01,PG,27,ORL,15,2,13.0,1.3,4.5,.299,0.9,3.1,.283,0.5,1.4,.333,.396,0.1,0.1,1.000,0.1,1.3,1.4,0.2,0.3,0.1,0.5,0.8,3.7
390,Ade Murkey\murkead01,SG,24,SAC,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,Trey Murphy III\murphtr02,SF,21,NOP,40,0,12.9,1.3,3.7,.338,0.9,2.7,.336,0.4,1.0,.341,.459,0.6,0.7,.857,0.7,1.5,2.2,0.5,0.3,0.2,0.3,0.9,4.0
392,Dejounte Murray\murrade01,PG,25,SAS,50,50,34.4,8.3,18.0,.460,1.3,4.1,.320,6.9,13.8,.501,.497,2.1,2.8,.759,1.3,7.1,8.4,9.3,2.1,0.3,2.4,2.0,20.0
393,Mike Muscala\muscami01,C,30,OKC,43,0,13.8,2.6,5.8,.456,1.6,3.8,.429,1.0,2.0,.506,.597,1.1,1.3,.842,0.5,2.5,3.0,0.5,0.4,0.6,0.3,1.3,8.0
394,Svi Mykhailiuk\mykhasv01,SF,24,TOR,42,5,15.5,2.0,4.9,.405,0.8,2.7,.310,1.1,2.2,.522,.490,0.6,0.8,.844,0.5,1.6,2.1,1.0,0.6,0.1,0.7,1.1,5.4
395,Abdel Nader\naderab01,SF,28,PHO,14,0,10.4,0.9,2.5,.343,0.3,1.0,.286,0.6,1.5,.381,.400,0.4,0.7,.600,0.3,1.6,1.9,0.5,0.6,0.3,0.8,1.4,2.4
396,Larry Nance Jr.\nancela02,PF,29,POR,37,11,23.2,2.8,5.4,.515,0.5,1.7,.306,2.2,3.7,.610,.563,0.9,1.3,.653,1.6,4.1,5.6,2.0,1.0,0.4,0.7,1.8,6.9
397,RJ Nembhard Jr.\nembhrj01,SG,22,CLE,7,0,6.3,0.7,1.6,.455,0.0,0.1,.000,0.7,1.4,.500,.455,0.1,0.3,.500,0.0,0.3,0.3,1.4,0.0,0.0,0.3,0.3,1.6
398,Aaron Nesmith\nesmiaa01,SF,22,BOS,39,1,10.2,1.2,3.3,.354,0.4,2.1,.207,0.7,1.2,.604,.419,0.3,0.4,.813,0.3,1.4,1.6,0.3,0.3,0.1,0.5,1.2,3.1
399,Raul Neto\netora01,PG,29,WAS,46,2,19.9,2.9,6.6,.447,0.4,1.8,.229,2.5,4.8,.530,.478,1.3,1.7,.753,0.2,1.7,1.9,2.7,0.7,0.0,1.2,1.5,7.5
400,Malik Newman\newmama01,PG,24,CLE,1,0,8.0,3.0,5.0,.600,0.0,1.0,.000,3.0,4.0,.750,.600,2.0,2.0,1.000,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0
401,Georges Niang\niangge01,PF,28,PHI,52,5,23.1,3.3,7.7,.432,1.9,4.9,.395,1.4,2.8,.497,.558,0.8,0.9,.867,0.4,2.3,2.6,1.5,0.4,0.2,0.8,2.6,9.3
402,Daishen Nix\nixda01,SG,19,HOU,8,0,8.4,1.6,2.5,.650,0.4,0.9,.429,1.3,1.6,.769,.725,0.1,0.4,.333,0.1,1.1,1.3,1.3,0.9,0.0,1.1,0.4,3.8
403,Zeke Nnaji\nnajize01,PF,21,DEN,39,1,16.7,2.4,4.5,.540,0.9,1.9,.487,1.5,2.6,.580,.645,1.0,1.6,.613,1.4,2.3,3.7,0.4,0.3,0.3,0.5,1.9,6.8
404,Nerlens Noel\noelne01,C,27,NYK,25,11,22.5,1.3,2.4,.533,0.0,0.1,.000,1.3,2.3,.561,.533,0.8,1.2,.700,1.9,3.7,5.6,0.9,1.2,1.2,0.8,2.7,3.4
405,Jaylen Nowell\nowelja01,SG,22,MIN,40,1,15.1,3.1,6.6,.464,0.9,2.4,.365,2.2,4.2,.521,.530,1.0,1.4,.745,0.4,1.6,2.0,2.1,0.6,0.2,0.5,1.2,8.0
406,Frank Ntilikina\ntilila01,PG,23,DAL,46,5,12.7,1.5,4.1,.378,0.7,2.1,.337,0.8,2.0,.422,.465,0.5,0.5,.958,0.2,1.2,1.4,1.2,0.5,0.1,0.6,1.1,4.3
407,Jusuf Nurkić\nurkiju01,C,27,POR,54,54,28.0,5.6,10.5,.533,0.2,1.0,.231,5.4,9.5,.563,.543,3.2,4.6,.684,2.9,8.1,11.0,2.8,1.1,0.6,2.6,3.4,14.6
408,David Nwaba\nwabada01,SF,29,HOU,35,4,13.9,2.0,4.2,.473,0.3,1.1,.270,1.7,3.1,.541,.507,1.1,1.5,.717,0.9,2.9,3.8,0.8,0.6,0.5,0.5,1.2,5.3
409,Jordan Nwora\nworajo01,SF,23,MIL,43,9,19.1,3.0,7.6,.402,1.4,3.8,.358,1.7,3.7,.447,.492,0.4,0.5,.762,0.7,3.0,3.7,1.0,0.5,0.3,1.0,1.2,7.8
410,Royce O'Neale\onealro01,SF,28,UTA,52,52,31.4,2.7,5.5,.490,1.5,3.7,.407,1.2,1.8,.660,.627,0.6,0.8,.786,0.8,4.1,4.9,2.5,1.3,0.5,0.9,2.4,7.6
411,Semi Ojeleye\ojelese01,PF,27,MIL,20,0,15.4,0.9,3.5,.257,0.6,2.1,.268,0.4,1.5,.241,.336,0.5,0.7,.769,1.3,1.7,2.9,0.3,0.3,0.3,0.3,1.3,2.9
412,Chuma Okeke\okekech01,PF,23,ORL,47,10,23.6,3.0,7.8,.385,1.4,4.7,.311,1.6,3.1,.497,.478,0.8,0.9,.837,0.7,4.0,4.7,1.5,1.4,0.6,0.8,1.3,8.2
413,Josh Okogie\okogijo01,SG,23,MIN,33,6,12.4,0.8,2.3,.347,0.3,1.1,.278,0.5,1.2,.410,.413,0.7,1.1,.622,0.8,1.1,1.8,0.5,0.5,0.3,0.5,1.2,2.6
414,Onyeka Okongwu\okongon01,C,21,ATL,24,6,21.8,3.5,4.9,.709,0.0,0.0,,3.5,4.9,.709,.709,1.6,2.2,.736,2.2,3.4,5.6,1.1,0.7,1.4,1.2,3.2,8.5
415,Isaac Okoro\okorois01,SF,21,CLE,42,36,28.9,3.2,6.9,.462,0.8,2.6,.306,2.4,4.3,.559,.521,1.8,2.4,.778,1.0,2.1,3.2,1.8,0.8,0.3,1.0,2.5,9.0
416,KZ Okpala\okpalkz01,PF,22,MIA,21,0,11.6,1.4,3.3,.435,0.4,1.2,.346,1.0,2.0,.488,.500,0.4,0.5,.727,0.5,1.4,2.0,0.7,0.2,0.3,0.2,1.2,3.7
417,Cameron Oliver\oliveca01,SF,25,ATL,2,0,21.5,5.0,7.5,.667,0.5,1.5,.333,4.5,6.0,.750,.700,1.0,1.5,.667,1.0,2.0,3.0,1.5,0.5,0.5,0.0,2.5,11.5
418,Kelly Olynyk\olynyke01,C,30,DET,19,1,20.5,3.6,8.9,.400,1.0,3.6,.275,2.6,5.3,.485,.456,1.7,2.6,.673,1.5,3.4,4.9,2.9,0.8,0.5,1.6,2.6,9.9
419,Eugene Omoruyi\omorueu01,SF,24,DAL,4,0,4.5,0.5,1.3,.400,0.3,0.5,.500,0.3,0.8,.333,.500,0.5,1.0,.500,0.5,1.3,1.8,0.5,0.0,0.0,0.0,0.5,1.8
420,Miye Oni\onimi01,SG,24,UTA,16,0,2.8,0.1,0.6,.222,0.1,0.5,.125,0.1,0.1,1.000,.278,0.0,0.1,.000,0.1,0.4,0.4,0.3,0.0,0.0,0.1,0.4,0.3
421,Cedi Osman\osmande01,SF,26,CLE,45,3,23.2,3.8,9.2,.420,2.0,5.7,.355,1.8,3.5,.526,.530,1.2,1.9,.640,0.4,1.9,2.3,2.0,0.9,0.2,0.9,1.9,10.9
422,Daniel Oturu\oturuda01,C,22,TOR,3,0,9.0,1.0,2.0,.500,0.0,0.3,.000,1.0,1.7,.600,.500,1.0,1.7,.600,0.3,1.3,1.7,0.0,0.0,0.7,0.0,0.3,3.0
423,Kelly Oubre Jr.\oubreke01,SF,26,CHO,52,13,28.4,5.9,13.5,.440,2.7,8.0,.343,3.2,5.6,.578,.541,1.7,2.5,.687,1.1,3.0,4.1,1.2,1.1,0.4,1.0,2.6,16.3
424,Jaysean Paige\paigeja01,PG,27,DET,1,0,7.0,0.0,3.0,.000,0.0,2.0,.000,0.0,1.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0
425,Trayvon Palmer\palmetr01,SG,27,DET,1,0,17.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0
426,Kevin Pangos\pangoke01,PG,29,CLE,24,3,6.9,0.6,1.9,.326,0.3,1.1,.231,0.4,0.8,.450,.391,0.1,0.2,.750,0.1,0.4,0.5,1.3,0.1,0.0,0.3,0.5,1.6
427,Jabari Parker\parkeja01,PF,26,BOS,12,0,9.3,1.5,3.2,.474,0.7,1.3,.500,0.8,1.8,.455,.579,0.8,0.8,1.000,0.4,1.9,2.3,0.5,0.3,0.1,0.7,1.1,4.4
428,Eric Paschall\pascher01,PF,25,UTA,42,1,13.2,2.0,4.1,.480,0.8,2.1,.368,1.2,2.0,.595,.573,1.1,1.5,.762,0.6,1.5,2.1,0.6,0.1,0.1,0.6,0.9,5.8
429,Chris Paul\paulch01,PG,36,PHO,56,56,33.2,5.6,11.6,.486,1.1,3.1,.335,4.6,8.4,.542,.532,2.7,3.2,.837,0.3,4.3,4.5,10.7,1.9,0.3,2.4,2.1,15.0
430,Cameron Payne\payneca01,PG,27,PHO,40,0,20.4,4.0,9.8,.404,1.1,3.4,.336,2.8,6.4,.440,.462,1.4,1.7,.864,0.4,2.4,2.8,3.6,0.6,0.3,1.8,1.9,10.5
431,Elfrid Payton\paytoel01,PG,27,PHO,36,0,11.9,1.5,3.8,.394,0.1,0.4,.286,1.4,3.4,.407,.409,0.3,0.8,.393,0.5,1.5,2.0,2.2,0.5,0.1,1.0,0.9,3.4
432,Gary Payton II\paytoga02,PG,29,GSW,54,9,16.5,2.9,4.6,.618,0.6,1.7,.367,2.2,2.9,.761,.685,0.5,0.9,.587,1.0,2.6,3.6,0.8,1.3,0.3,0.5,1.6,6.8
433,Norvel Pelle\pelleno01,C,28,UTA,3,0,6.3,1.0,1.7,.600,0.0,0.0,,1.0,1.7,.600,.600,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.3,0.7,0.3,2.0
434,Reggie Perry\perryre01,PF,21,TOT,3,0,17.0,1.7,3.3,.500,0.3,0.7,.500,1.3,2.7,.500,.550,0.7,0.7,1.000,0.7,2.0,2.7,0.7,0.3,0.0,0.3,3.0,4.3
434,Reggie Perry\perryre01,PF,21,POR,2,0,20.5,2.0,4.5,.444,0.5,1.0,.500,1.5,3.5,.429,.500,1.0,1.0,1.000,1.0,2.5,3.5,1.0,0.5,0.0,0.5,3.0,5.5
434,Reggie Perry\perryre01,PF,21,IND,1,0,10.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0
435,Jamorko Pickett\pickeja01,PF,24,DET,6,0,7.8,0.2,1.7,.100,0.2,1.2,.143,0.0,0.5,.000,.150,0.0,0.0,,0.3,1.2,1.5,0.2,0.0,0.2,0.5,0.5,0.5
436,Theo Pinson\pinsoth01,SF,26,DAL,16,0,7.5,0.6,2.0,.281,0.4,1.6,.240,0.2,0.4,.429,.375,0.3,0.3,1.000,0.1,1.1,1.2,0.8,0.3,0.1,0.1,0.6,1.8
437,Mason Plumlee\plumlma01,C,31,CHO,49,49,25.5,3.0,4.7,.633,0.0,0.0,.000,3.0,4.6,.639,.633,0.7,2.2,.340,2.6,5.3,7.9,3.0,0.9,0.6,1.3,3.1,6.7
438,Jakob Poeltl\poeltja01,C,26,SAS,47,46,28.8,5.8,9.6,.610,0.0,0.0,1.000,5.8,9.5,.609,.611,1.3,2.7,.469,3.9,5.1,9.0,2.7,0.8,1.8,1.6,3.0,13.0
439,Aleksej Pokusevski\pokusal01,PF,20,OKC,40,2,16.2,2.3,5.7,.396,0.7,2.6,.272,1.6,3.1,.500,.458,0.2,0.4,.563,1.0,3.2,4.2,1.1,0.6,0.6,1.2,1.3,5.4
440,Yves Pons\ponsyv01,SF,22,MEM,7,0,3.1,0.1,0.4,.333,0.1,0.1,1.000,0.0,0.3,.000,.500,0.0,0.3,.000,0.3,0.4,0.7,0.0,0.0,0.0,0.0,0.3,0.4
441,Jordan Poole\poolejo01,SG,22,GSW,51,35,29.0,5.6,12.8,.436,2.4,7.0,.338,3.2,5.7,.556,.529,2.9,3.2,.926,0.5,2.6,3.1,3.5,0.8,0.3,2.3,2.6,16.5
442,Kevin Porter Jr.\porteke02,PG,21,HOU,38,38,30.1,4.8,11.9,.403,2.3,6.0,.380,2.5,5.9,.426,.499,2.0,3.2,.620,0.7,3.2,3.9,6.1,1.2,0.3,3.6,2.6,13.8
443,Michael Porter Jr.\portemi01,SF,23,DEN,9,9,29.4,4.1,11.4,.359,1.1,5.3,.208,3.0,6.1,.491,.408,0.6,1.0,.556,1.0,5.6,6.6,1.9,1.1,0.2,1.3,1.8,9.9
444,Otto Porter Jr.\porteot01,PF,28,GSW,46,13,21.7,3.2,6.7,.471,1.5,3.8,.394,1.7,2.9,.570,.582,0.5,0.7,.727,1.0,4.2,5.2,1.6,1.1,0.5,0.5,1.3,8.4
445,Bobby Portis\portibo01,C,26,MIL,48,43,28.8,6.0,12.4,.487,2.0,4.7,.422,4.1,7.7,.527,.567,1.4,1.8,.770,2.6,6.5,9.1,1.3,0.7,0.8,1.5,2.6,15.5
446,Kristaps Porziņģis\porzikr01,PF,26,DAL,34,34,29.5,6.7,14.9,.451,1.4,5.1,.283,5.3,9.9,.537,.499,4.3,5.0,.865,1.9,5.8,7.7,2.0,0.7,1.7,1.6,2.6,19.2
447,Micah Potter\pottemi01,C,23,DET,3,0,10.3,1.7,3.7,.455,0.0,0.7,.000,1.7,3.0,.556,.455,0.7,0.7,1.000,1.3,1.7,3.0,0.0,0.3,0.3,0.3,1.3,4.0
448,Dwight Powell\poweldw01,C,30,DAL,57,46,20.4,2.8,4.3,.646,0.2,0.5,.387,2.5,3.7,.684,.671,1.6,2.2,.756,2.0,2.4,4.4,1.1,0.5,0.4,0.8,2.4,7.4
449,Myles Powell\powelmy01,PG,24,PHI,11,0,4.7,0.5,1.5,.294,0.1,0.5,.167,0.4,1.0,.364,.324,0.2,0.2,1.000,0.1,0.5,0.5,0.3,0.1,0.0,0.3,0.7,1.2
450,Norman Powell\powelno01,SF-SG,28,TOT,43,41,32.9,6.2,13.6,.457,2.3,5.7,.407,3.9,7.9,.493,.542,4.1,5.1,.807,0.5,2.8,3.3,2.2,1.0,0.4,1.6,2.3,18.8
450,Norman Powell\powelno01,SF,28,POR,40,39,33.3,6.2,13.6,.456,2.3,5.7,.406,3.9,7.8,.492,.542,4.0,5.0,.803,0.4,2.9,3.3,2.1,1.0,0.4,1.6,2.3,18.7
450,Norman Powell\powelno01,SG,28,LAC,3,2,26.7,6.7,14.0,.476,2.0,4.7,.429,4.7,9.3,.500,.548,5.7,6.7,.850,1.0,2.0,3.0,4.0,0.7,0.7,1.7,2.7,21.0
451,Joshua Primo\primojo01,SG,19,SAS,28,4,15.8,1.8,4.8,.381,0.9,2.5,.338,1.0,2.3,.429,.470,0.6,0.8,.783,0.6,1.0,1.6,1.4,0.4,0.5,1.0,1.3,5.1
452,Taurean Prince\princta02,PF,27,MIN,45,8,15.5,2.0,4.5,.453,1.1,2.8,.395,1.0,1.8,.544,.574,0.6,0.8,.757,0.4,1.9,2.3,0.9,0.6,0.2,0.7,1.4,5.8
453,Payton Pritchard\pritcpa01,SG,24,BOS,47,2,12.1,1.7,4.6,.374,1.0,2.7,.364,0.7,1.8,.388,.484,0.3,0.3,1.000,0.3,1.3,1.6,1.6,0.2,0.1,0.6,0.9,4.7
454,Trevelin Queen\queentr01,SG,24,HOU,8,0,8.6,1.6,3.6,.448,1.0,2.8,.364,0.6,0.9,.714,.586,0.4,0.4,1.000,0.6,1.1,1.8,0.4,0.6,0.0,0.9,0.8,4.6
455,Neemias Queta\quetane01,C,22,SAC,10,0,5.6,0.9,2.3,.391,0.0,0.0,,0.9,2.3,.391,.391,0.3,0.5,.600,1.1,0.8,1.9,0.4,0.1,0.4,0.4,1.1,2.1
456,Immanuel Quickley\quickim01,PG,22,NYK,53,2,21.4,3.1,8.5,.366,1.6,4.8,.328,1.5,3.6,.417,.460,1.6,1.8,.914,0.3,2.0,2.3,2.9,0.6,0.1,1.2,2.2,9.4
457,Jahmi'us Ramsey\ramseja01,SG,20,SAC,19,0,7.1,1.3,3.1,.414,0.3,0.9,.278,1.0,2.1,.475,.457,0.4,0.7,.500,0.2,0.5,0.7,0.4,0.1,0.1,0.3,0.5,3.2
458,Julius Randle\randlju01,PF,27,NYK,55,55,35.5,7.0,16.7,.420,1.6,5.3,.302,5.4,11.4,.474,.468,3.8,5.1,.756,1.9,8.3,10.2,5.2,0.8,0.6,3.5,2.8,19.4
459,Austin Reaves\reaveau01,SG,23,LAL,38,0,21.1,2.1,4.3,.488,0.8,2.4,.330,1.3,1.9,.690,.580,1.2,1.4,.830,0.6,2.0,2.6,1.3,0.3,0.3,0.5,1.4,6.1
460,Cam Reddish\reddica01,SF,22,TOT,41,7,21.5,3.6,9.0,.397,1.5,4.0,.361,2.1,5.0,.426,.478,2.2,2.4,.909,0.5,1.7,2.2,1.0,1.0,0.3,1.2,1.2,10.8
460,Cam Reddish\reddica01,SF,22,ATL,34,7,23.4,4.1,10.1,.402,1.7,4.5,.379,2.4,5.6,.421,.487,2.1,2.4,.900,0.6,1.9,2.5,1.1,1.0,0.3,1.3,1.3,11.9
460,Cam Reddish\reddica01,SF,22,NYK,7,0,12.0,1.3,3.9,.333,0.3,1.9,.154,1.0,2.0,.500,.370,2.6,2.7,.947,0.1,1.0,1.1,0.4,0.7,0.3,0.9,0.4,5.4
461,Davon Reed\reedda01,SG,26,DEN,29,3,13.8,1.6,3.3,.474,0.8,1.8,.434,0.8,1.4,.524,.595,0.1,0.2,.800,0.3,2.2,2.5,1.0,0.6,0.1,0.3,1.4,4.0
462,Paul Reed\reedpa01,C,22,PHI,23,2,9.3,1.1,2.5,.448,0.0,0.2,.000,1.1,2.3,.481,.448,0.1,0.3,.375,1.3,1.4,2.7,0.4,0.7,0.5,0.3,1.5,2.4
463,Naz Reid\reidna01,C,22,MIN,54,5,16.0,3.0,6.4,.462,0.8,2.2,.345,2.2,4.2,.524,.522,1.5,2.0,.745,1.4,2.4,3.8,0.9,0.4,1.0,1.0,2.1,8.2
464,Nick Richards\richani01,C,24,CHO,41,5,8.4,1.3,2.0,.679,0.0,0.0,,1.3,2.0,.679,.679,0.7,1.0,.732,0.7,1.2,2.0,0.3,0.2,0.5,0.5,1.2,3.4
465,Josh Richardson\richajo01,SG,28,BOS,44,0,24.7,3.5,7.8,.443,1.4,3.5,.397,2.0,4.3,.481,.534,1.4,1.6,.859,0.6,2.3,2.8,1.5,0.8,0.5,0.9,1.9,9.7
466,Austin Rivers\riverau01,SG,29,DEN,42,13,20.9,2.2,5.4,.410,1.2,3.5,.342,1.0,1.9,.538,.522,0.5,0.6,.704,0.4,1.3,1.7,1.1,0.7,0.1,0.8,1.6,6.1
467,Duncan Robinson\robindu01,SG,27,MIA,54,49,27.3,4.0,10.0,.397,3.1,8.4,.363,0.9,1.6,.575,.549,0.7,0.8,.822,0.4,2.6,3.0,1.5,0.6,0.2,0.9,2.6,11.7
468,Justin Robinson\robinju01,PG,24,TOT,25,0,12.2,1.1,3.7,.301,0.7,2.4,.295,0.4,1.3,.313,.398,0.2,0.3,.500,0.2,0.7,0.8,1.3,0.4,0.0,0.7,1.1,3.1
468,Justin Robinson\robinju01,PG,24,MIL,17,0,11.6,1.1,3.4,.316,0.6,2.2,.270,0.5,1.2,.400,.404,0.1,0.1,1.000,0.1,0.6,0.8,1.2,0.5,0.0,0.6,1.0,2.8
468,Justin Robinson\robinju01,PG,24,SAC,3,0,5.0,0.3,2.7,.125,0.0,1.0,.000,0.3,1.7,.200,.125,0.0,0.0,,0.0,0.3,0.3,0.7,0.0,0.0,0.3,0.7,0.7
