Date,Team,Acquired,Relinquished,Notes
2020-12-23,Celtics,,• Kemba Walker,placed on IL with left knee injury
2020-12-23,Grizzlies,,• Jaren Jackson Jr.,placed on IL with left knee injury
2020-12-23,Grizzlies,,• Justise Winslow,placed on IL with left hip injury
2020-12-23,Hawks,,• Clint Capela,placed on IL with sore left Achilles
2020-12-23,Hawks,,• Kris Dunn,placed on IL with right knee injury
2020-12-23,Hawks,,• Onyeka Okongwu,placed on IL with left foot injury
2020-12-23,Heat,,• Gabe Vincent,placed on IL with right knee injury
2020-12-23,Jazz,,• Jarrell Brantley,placed on IL
2020-12-23,Jazz,,• Trent Forrest,placed on IL with right knee injury
2020-12-23,Magic,,• Al-Farouq Aminu,placed on IL with recovering from surgery on right knee
2020-12-23,Pacers,,• Brian Bowen II,placed on IL with groin injury
2020-12-23,Pacers,,• Goga Bitadze,placed on IL with sprained right ankle
2020-12-23,Pacers,,• Jeremy Lamb,placed on IL with recovering from surgery on left knee to repair torn ACL
2020-12-23,Rockets,,• Kenyon Martin Jr. / K.J. Martin,placed on IL with NBA health and safety protocols
2020-12-23,Timberwolves,,• Jordan McLaughlin,placed on IL
2020-12-25,Blazers,• Anfernee Simons,,activated from IL
2020-12-25,Bucks,,• Mamadi Diakite,placed on IL with NBA health and safety protocols (DTD)
2020-12-25,Bucks,• D.J. Augustine,,activated from IL
2020-12-25,Celtics,,• Robert Williams III,placed on IL with illness
2020-12-26,Cavaliers,,• Dylan Windler,placed on IL with fractured left hand
2020-12-26,Cavaliers,• Dante Exum,,activated from IL
2020-12-26,Grizzlies,,• De'Anthony Melton,placed on IL due to NBA health and safety protocols
2020-12-26,Hawks,• Rajon Rondo,,activated from IL
2020-12-26,Heat,,• Jimmy Butler,placed on IL with sprained right ankle
2020-12-26,Hornets,,• Cody Zeller,placed on IL with fractured left hand
2020-12-26,Knicks,,• Immanuel Quickley,placed on IL with left hip injury
2020-12-26,Knicks,,• Obi Toppin,placed on IL with strained right calf
2020-12-26,Suns,• Frank Kaminsky,,activated from IL
2020-12-26,Thunder,,• Trevor Ariza,placed on IL
2020-12-26,Timberwolves,• Jordan McLaughlin,,activated from IL
2020-12-26,Warriors,,• Marquese Chriss,placed on IL with fractured fibula in right leg
2020-12-26,Cavaliers,• Kevin Love,,activated from IL
2020-12-26,Cavaliers,,• Kevin Love,placed on IL with strained right calf
2020-12-27,Bucks,,• Jaylen Adams,placed on IL
2020-12-27,Cavaliers,,• Isaac Okoro,placed on IL with sprained left foot
2020-12-27,Celtics,• Robert Williams III,,activated from IL
2020-12-27,Hawks,,• Kris Dunn,placed on IL with loose cartilage in right ankle
2020-12-27,Knicks,,• Dennis Smith Jr.,placed on IL with bruised left quadricep
2020-12-27,Lakers,,• Anthony Davis,placed on IL with right calf injury
2020-12-27,Lakers,• Kostas Antetokounmpo,,activated from IL
2020-12-27,Pacers,,• Victor Oladipo,placed on IL with right knee injury
2020-12-27,Pistons,,• Blake Griffin,placed on IL with left knee injury
2020-12-27,Timberwolves,,• Karl-Anthony Towns,placed on IL with sprained left wrist
2020-12-27,Timberwolves,,• left wrist injury (DTD),placed on IL with left wrist injury (DTD)
2020-12-28,76ers,,• Furkan Korkmaz,placed on IL with strained left adductor
2020-12-28,Blazers,,• Carmelo Anthony,placed on IL
2020-12-28,Hawks,• Clint Capela,,activated from IL
2020-12-28,Lakers,,• Kostas Antetokounmpo,placed on IL with right knee tendinitis
2020-12-28,Lakers,• Anthony Davis,,activated from IL
2020-12-28,Nets,,• Kyrie Irving,placed on IL
2020-12-28,Nets,,• Spencer Dinwiddie,placed on IL with torn ACL in right knee (out for season)
2020-12-29,Bucks,,• Torrey Craig,placed on IL with fractured nose
2020-12-29,Grizzlies,,• Ja Morant,placed on IL with sprained left ankle
2020-12-29,Heat,• Gabe Vincent,,activated from IL
2020-12-29,Pacers,• Victor Oladipo,,activated from IL
2020-12-29,Pistons,• Blake Griffin,,activated from IL
2020-12-29,Thunder,,• George Hill,placed on IL with neck spasms
2020-12-29,Timberwolves,,• Josh Okogie,placed on IL with strained left hamstring
2020-12-30,Blazers,,• Gary Trent Jr.,placed on IL with strained right calf
2020-12-30,Blazers,• Carmelo Anthony,,activated from IL
2020-12-30,Celtics,,• Javonte Green,placed on IL with NBA health and safety protocols
2020-12-30,Celtics,,• Tristan Thompson,placed on IL with right hamstring injury
2020-12-30,Celtics,• Tacko Fall,,activated from IL
2020-12-30,Kings,,• DaQuan Jeffries,placed on IL with sprained left ankle
2020-12-30,Knicks,,• Frank Ntilikina,placed on IL with sprained right knee
2020-12-30,Nets,• Kyrie Irving,,activated from IL
2020-12-30,Pacers,,• T.J. Warren,placed on IL with stress fracture in left foot (out for season)
2020-12-30,Rockets,,• Mason Jones,placed on IL with sprained right ankle
2020-12-30,Spurs,,• LaMarcus Aldridge,placed on IL with sore left knee
2020-12-30,Thunder,• George Hill,,activated from IL
2020-12-30,Wizards,• Rui Hachimura,,activated from IL
2020-12-31,Bulls,,• Chandler Hutchison,placed on IL with NBA health and safety protocols
2020-12-31,Bulls,,• Lauri Markkanen,placed on IL with NBA health and safety protocols
2020-12-31,Bulls,,• Ryan Arcidiacono,placed on IL with NBA health and safety protocols
2020-12-31,Bulls,,• Tomas Satoransky,placed on IL with NBA health and safety protocols
2020-12-31,Bulls,• Devon Dotson,,activated from IL
2020-12-31,Celtics,• Tristan Thompson,,activated from IL
2020-12-31,Hawks,,• Rajon Rondo,placed on IL with sore left knee
2020-12-31,Knicks,• Austin Rivers,,activated from IL
2020-12-31,Magic,,• Terrence Ross,placed on IL with right hamstring injury
2020-12-31,Pistons,,• Blake Griffin,placed on IL with concussion
2020-12-31,Spurs,• Derrick White,,activated from IL
2020-12-31,Suns,,• Jalen Smith,placed on IL with sprained left ankle
2021-01-01,Heat,,• Gabe Vincent,placed on IL with sore right knee
2021-01-01,Heat,• Jimmy Butler,,activated from IL
2021-01-01,Kings,,• Tyrese Haliburton,placed on IL with left wrist injury
2021-01-01,Magic,,• Chuma Okeke,placed on IL with left knee injury
2021-01-01,Nuggets,,• Michael Porter Jr.,placed on IL with NBA health and safety protocols
2021-01-01,Nuggets,• JaMychal Green,,activated from IL
2021-01-01,Spurs,,• Keita Bates-Diop,placed on IL
2021-01-01,Warriors,• Draymond Green,,activated from IL
2021-01-02,76ers,,• (James) Mike Scott,placed on IL with bruised left knee
2021-01-02,Blazers,,• Rodney Hood,placed on IL with strained left quadriceps
2021-01-02,Blazers,• Gary Trent Jr.,,activated from IL
2021-01-02,Hawks,,• Danilo Gallinari,placed on IL with sprained right ankle
2021-01-02,Knicks,,• Alec Burks,placed on IL with sprained left ankle
2021-01-02,Knicks,• Immanuel Quickley,,activated from IL
2021-01-02,Magic,,• Evan Fournier,placed on IL with back spasms
2021-01-02,Magic,• Terrence Ross,,activated from IL
2021-01-02,Pelicans,,• Sindarius Thornwell,placed on IL with NBA health and safety protocols
2021-01-02,Spurs,,• Derrick White,placed on IL with fractured toe
2021-01-03,Bucks,,• Sam Merrill,placed on IL with sprained left ankle
2021-01-03,Lakers,,• Kentavious Caldwell-Pope,placed on IL with sprained left ankle
2021-01-03,Pistons,• Blake Griffin,,activated from IL
2021-01-03,Rockets,• Kenyon Martin Jr. / K.J. Martin,,activated from IL
2021-01-03,Thunder,,• Aleksej Pokusevski,placed on IL with concussion
2021-01-04,Bucks,,• Pat Connaughton,placed on IL with strained left groin
2021-01-04,Bucks,• Jaylen Adams,,activated from IL
2021-01-04,Celtics,,• Jeff Teague,placed on IL with sprained left ankle
2021-01-04,Celtics,,• Marcus Smart,placed on IL with sprained right thumb
2021-01-04,Hawks,• Rajon Rondo,,activated from IL
2021-01-04,Heat,• Gabe Vincent,,activated from IL
2021-01-04,Nets,,• Kevin Durant,placed on IL with NBA health and safety protocols
2021-01-04,Pistons,,• Blake Griffin,placed on IL
2021-01-04,Pistons,,• Josh Jackson,placed on IL with sprained right ankle
2021-01-04,Rockets,,• Danuel House Jr.,placed on IL with back injury
2021-01-05,Cavaliers,,• Dante Exum,placed on IL with strained right calf (out for season)
2021-01-05,Cavaliers,• Isaac Okoro,,activated from IL
2021-01-05,Hawks,,• Rajon Rondo,placed on IL with sore left knee
2021-01-05,Jazz,,• Juwan Morgan,placed on IL with NBA health and safety protocols
2021-01-05,Jazz,• Trent Forrest,,activated from IL
2021-01-05,Magic,,• Michael Carter-Williams,placed on IL with sore left foot
2021-01-05,Magic,• James Ennis III,,activated from IL
2021-01-05,Pacers,,• Jalen Lecque,placed on IL with sprained left ankle
2021-01-05,Rockets,,• Kenyon Martin Jr. / K.J. Martin,placed on IL with conditioning
2021-01-05,Spurs,• LaMarcus Aldridge,,activated from IL
2021-01-06,Celtics,• Marcus Smart,,activated from IL
2021-01-06,Clippers,• Marcus Morris,,activated from IL
2021-01-06,Heat,,• Maurice Harkless / Moe Harkless,placed on IL with left forearm injury
2021-01-06,Kings,• Tyrese Haliburton,,activated from IL
2021-01-06,Knicks,,• Nerlens Noel,placed on IL with sprained left ankle
2021-01-06,Knicks,• Dennis Smith Jr.,,activated from IL
2021-01-06,Mavericks,,• Trey Burke,placed on IL with illness
2021-01-06,Pistons,,• Killian Hayes,placed on IL with torn labrum in right hip
2021-01-06,Pistons,• Blake Griffin,,activated from IL
2021-01-06,Suns,• Jalen Smith,,activated from IL
2021-01-07,76ers,,• Seth Curry,placed on IL with sore left ankle
2021-01-07,Blazers,• Rodney Hood,,activated from IL
2021-01-07,Nets,,• Reggie Perry,placed on IL with left groin injury
2021-01-07,Spurs,,• Drew Eubanks,placed on IL with NBA health and safety protocols
2021-01-07,Spurs,• Keita Bates-Diop,,activated from IL
2021-01-07,Suns,,• Jalen Smith,placed on IL with NBA health and safety protocols
2021-01-08,76ers,,• Seth Curry,placed on IL with COVID-19
2021-01-08,Bucks,,• Jaylen Adams,placed on IL
2021-01-08,Bucks,• Sam Merrill,,activated from IL
2021-01-08,Celtics,,• Grant Williams,placed on IL with NBA health and safety protocols
2021-01-08,Celtics,,• Robert Williams III,placed on IL with COVID-19
2021-01-08,Celtics,,• Tristan Thompson,placed on IL with NBA health and safety protocols
2021-01-08,Celtics,• Javonte Green,,activated from IL
2021-01-08,Celtics,• Jeff Teague,,activated from IL
2021-01-08,Jazz,,• Joe Ingles,placed on IL with right Achilles injury
2021-01-08,Knicks,• Nerlens Noel,,activated from IL
2021-01-08,Lakers,,• Anthony Davis,placed on IL with strained right adductor
2021-01-08,Magic,,• Markelle Fultz,placed on IL with torn ACL in left knee (out for season)
2021-01-08,Mavericks,,• Dorian Finney-Smith,placed on IL with NBA health and safety protocols
2021-01-08,Mavericks,,• Jalen Brunson,placed on IL with NBA health and safety protocols
2021-01-08,Mavericks,,• Josh Richardson,placed on IL with NBA health and safety protocols
2021-01-08,Nets,,• Tyler Johnson,placed on IL with NBA health and safety protocols
2021-01-08,Nets,• Reggie Perry,,activated from IL
2021-01-08,Pelicans,• Sindarius Thornwell,,activated from IL
2021-01-08,Pistons,• Josh Jackson,,activated from IL
2021-01-08,Rockets,,• Brodric Thomas,placed on IL with sprained right ankle
2021-01-08,Rockets,• Kenyon Martin Jr. / K.J. Martin,,activated from IL
2021-01-08,Rockets,• Mason Jones,,activated from IL
2021-01-08,Thunder,• Aleksej Pokusevski,,activated from IL
2021-01-09,76ers,,• Ben Simmons,placed on IL with sore left knee
2021-01-09,76ers,,• Joel Embiid,placed on IL with back injury
2021-01-09,76ers,,• Tobias Harris,placed on IL with NBA health and safety protocols
2021-01-09,76ers,• (James) Mike Scott,,activated from IL
2021-01-09,Bucks,,• Giannis Antetokounmpo,placed on IL with back spasms
2021-01-09,Bucks,• Pat Connaughton,,activated from IL
2021-01-09,Heat,,• Gabe Vincent,placed on IL with sore right knee
2021-01-09,Heat,• Maurice Harkless / Moe Harkless,,activated from IL
2021-01-09,Mavericks,• Trey Burke,,activated from IL
2021-01-09,Timberwolves,• Karl-Anthony Towns,,activated from IL
2021-01-10,Bulls,,• Otto Porter Jr.,placed on IL with back injury
2021-01-10,Hawks,,• Bogdan Bogdanovic,placed on IL with sprained right knee
2021-01-10,Jazz,• Joe Ingles,,activated from IL
2021-01-10,Lakers,,• Jared Dudley,placed on IL with right calf injury
2021-01-10,Lakers,• Anthony Davis,,activated from IL
2021-01-10,Lakers,• Kentavious Caldwell-Pope,,activated from IL
2021-01-10,Mavericks,,• Maximilian Kleber / Maxi Kleber,placed on IL with NBA health and safety protocols
2021-01-10,Nets,• Kevin Durant,,activated from IL
2021-01-10,Pistons,,• Derrick Rose,placed on IL with sore left knee
2021-01-10,Timberwolves,,• Karl-Anthony Towns,placed on IL with left wrist injury
2021-01-10,Timberwolves,• Josh Okogie,,activated from IL
2021-01-11,76ers,• Joel Embiid,,activated from IL
2021-01-11,Bucks,• Giannis Antetokounmpo,,activated from IL
2021-01-11,Cavaliers,,• Darius Garland,placed on IL with strained right shoulder
2021-01-11,Heat,,• Goran Dragic,placed on IL with NBA health and safety protocols
2021-01-11,Heat,,• K.Z. Okpala,placed on IL with NBA health and safety protocols
2021-01-11,Heat,,• Kendrick Nunn,placed on IL with NBA health and safety protocols
2021-01-11,Heat,,• Maurice Harkless / Moe Harkless,placed on IL with NBA health and safety protocols
2021-01-11,Kings,,• Jahmi'us Ramsey,placed on IL
2021-01-11,Knicks,,• Reggie Bullock,placed on IL with right hip injury
2021-01-11,Rockets,,• Danuel House Jr.,placed on IL with NBA health and safety protocols
2021-01-11,Wizards,,• Russell Westbrook,placed on IL with left quadriceps injury
2021-01-11,Wizards,,• Thomas Bryant,placed on IL with torn ACL in left knee (out for season)
2021-01-12,76ers,• Ben Simmons,,activated from IL
2021-01-12,Heat,• Gabe Vincent,,activated from IL
2021-01-12,Jazz,,• Joe Ingles,placed on IL with sore right Achilles
2021-01-12,Jazz,,• Trent Forrest,placed on IL
2021-01-12,Lakers,,• Wesley Matthews / Wes Matthews Jr.,placed on IL with right Achilles injury (DTD)
2021-01-12,Mavericks,,• Dwight Powell,placed on IL with NBA health and safety protocols
2021-01-12,Pelicans,,• Lonzo Ball,placed on IL with knee injury
2021-01-12,Spurs,,• Keita Bates-Diop,placed on IL with upper respiratory infection
2021-01-12,Warriors,,• Eric Paschall,placed on IL with NBA health and safety protocols
2021-01-12,Jazz,• Jarrell Brantley,,activated from IL
2021-01-13,Kings,• Jahmi'us Ramsey,,activated from IL
2021-01-13,Knicks,• Obi Toppin,,activated from IL
2021-01-13,Mavericks,• Kristaps Porzingis,,activated from IL
2021-01-13,Nets,,• Caris LeVert,placed on IL
2021-01-13,Nets,,• Jarrett Allen,placed on IL
2021-01-13,Nets,,• Rodions Kurucs,placed on IL
2021-01-13,Nets,,• Taurean Prince,placed on IL
2021-01-13,Nets,• Tyler Johnson,,activated from IL
2021-01-13,Pelicans,,• Eric Bledsoe,placed on IL with right eye injury
2021-01-13,Pelicans,,• Zion Williamson,placed on IL with NBA health and safety protocols
2021-01-13,Timberwolves,• Karl-Anthony Towns,,activated from IL
2021-01-13,Warriors,• Eric Paschall,,activated from IL
2021-01-14,76ers,,• Matisse Thybulle,placed on IL with NBA health and safety protocols
2021-01-14,76ers,,• Shake Milton,placed on IL with NBA health and safety protocols
2021-01-14,76ers,• Matisse Thybulle,,activated from IL
2021-01-14,76ers,• Shake Milton,,activated from IL
2021-01-14,76ers,• Terrance Ferguson,,activated from IL
2021-01-14,76ers,• Tobias Harris,,activated from IL
2021-01-14,Bulls,,• Devon Dotson,placed on IL with NBA health and safety protocols
2021-01-14,Bulls,,• Luke Kornet,placed on IL with NBA health and safety protocols
2021-01-14,Celtics,,• Carsen Edwards,placed on IL with NBA health and safety protocols
2021-01-14,Celtics,• Grant Williams,,activated from IL
2021-01-14,Celtics,• Tristan Thompson,,activated from IL
2021-01-14,Kings,,• Jahmi'us Ramsey,placed on IL with strained left groin
2021-01-14,Pacers,,• Victor Oladipo,placed on IL with NBA health and safety protocols
2021-01-14,Pelicans,• Zion Williamson,,activated from IL
2021-01-14,Timberwolves,,• Juancho Hernangomez / Juan Hernangomez,placed on IL with NBA health and safety protocols
2021-01-15,76ers,,• Joel Embiid,placed on IL with sore right knee
2021-01-15,Bucks,• Torrey Craig,,activated from IL
2021-01-15,Bulls,• Lauri Markkanen,,activated from IL
2021-01-15,Bulls,• Otto Porter Jr.,,activated from IL
2021-01-15,Bulls,• Ryan Arcidiacono,,activated from IL
2021-01-15,Celtics,,• Jayson Tatum,placed on IL with NBA health and safety protocols
2021-01-15,Hawks,• Onyeka Okongwu,,activated from IL
2021-01-15,Hawks,• Rajon Rondo,,activated from IL
2021-01-15,Kings,,• Hassan Whiteside,placed on IL with sore left hip
